annata,fascicolo,sezione,titolo
85/86,Nuoro - Sassari 85,Sanità,Centri U.S.L. della provincia di Nuoro
85/86,Nuoro - Sassari 85,Sanità,"Autoambulanze, Ospedali"
85/86,Nuoro - Sassari 85,Sanità,Farmacie
85/86,Nuoro - Sassari 85,Sanità,Prevenzione e Assistenza Sociale
85/86,Nuoro - Sassari 85,Istruzione e Sport,Istruzione: Enti competenti
85/86,Nuoro - Sassari 85,Istruzione e Sport,Scuole
85/86,Nuoro - Sassari 85,Istruzione e Sport,Sport: Indirizzi utili
85/86,Nuoro - Sassari 85,Istruzione e Sport,Impianti Sportivi Pubblici
85/86,Nuoro - Sassari 85,Cosa e dove,Amministrazione Pubblica
85/86,Nuoro - Sassari 85,Cosa e dove,Uffici Giudiziari
85/86,Nuoro - Sassari 85,Cosa e dove,Uffici Finanziari
85/86,Nuoro - Sassari 85,Cosa e dove,Camere di Commercio e Uffici Commerciali
85/86,Nuoro - Sassari 85,Cosa e dove,"Culto, Poste e Telecomunicazioni"
85/86,Nuoro - Sassari 85,Cosa e dove,Documenti: dove farli
85/86,Nuoro - Sassari 85,Conosci la tua città?,Notizie storiche
85/86,Nuoro - Sassari 85,Conosci la tua città?,Notizie statistico-geografiche
85/86,Nuoro - Sassari 85,Conosci la tua città?,Informazioni turistiche
85/86,Nuoro - Sassari 85,Conosci la tua città?,Fiere e Manifestazioni
85/86,Nuoro - Sassari 85,Conosci la tua città?,Palazzi e Monumenti
85/86,Nuoro - Sassari 85,Conosci la tua città?,Chiese monumentali
85/86,Nuoro - Sassari 85,Conosci la tua città?,Musei e Gallerie
85/86,Nuoro - Sassari 85,Conosci la tua città?,Archivi e Biblioteche
85/86,Nuoro - Sassari 85,Conosci la tua città?,Spettacoli e Ritrovi
85/86,Nuoro - Sassari 85,Trasporti,Linee urbane A.C.T.P.
85/86,Nuoro - Sassari 85,Trasporti,Linee extraurbane A.C.T.P
85/86,Nuoro - Sassari 85,Trasporti,Ferrovie dello Stato
85/86,Nuoro - Sassari 85,Trasporti,Taxi
85/86,Nuoro - Sassari 85,Trasporti,Autoservizi in partenza da Sassari
85/86,Nuoro - Sassari 85,Sanità,Norme del Servizio Sanitario Nazionale
85/86,Nuoro - Sassari 85,Sanità,Centri U.S.L. della provincia di Sassari
85/86,Nuoro - Sassari 85,Sanità,"Autoambulanze, Ospedali"
85/86,Nuoro - Sassari 85,Sanità,Farmacie
85/86,Nuoro - Sassari 85,Sanità,Prevenzione e Assistenza Sociale
85/86,Nuoro - Sassari 85,Istruzione e Sport,Istruzione: Enti competenti
85/86,Nuoro - Sassari 85,Istruzione e Sport,Scuole
85/86,Nuoro - Sassari 85,Istruzione e Sport,Università e altri Istituti
85/86,Nuoro - Sassari 85,Istruzione e Sport,Sport: Indirizzi utili
85/86,Nuoro - Sassari 85,Istruzione e Sport,Impianti Sportivi Pubblici
85/86,Nuoro - Sassari 85,Cosa e dove,Amministrazione Pubblica
85/86,Nuoro - Sassari 85,Cosa e dove,Uffici Giudiziari
85/86,Nuoro - Sassari 85,Cosa e dove,Uffici Finanziari
85/86,Nuoro - Sassari 85,Cosa e dove,Camere di Commercio e Uffici Commerciali
85/86,Nuoro - Sassari 85,Cosa e dove,Tutela ecologica
85/86,Nuoro - Sassari 85,Cosa e dove,Culto
85/86,Nuoro - Sassari 85,Cosa e dove,Poste e Telecomunicazioni
85/86,Nuoro - Sassari 85,Cosa e dove,Documenti: dove farli
85/86,Nuoro - Sassari 85,Comuni della Provincia di Sassari,Alghero
85/86,Nuoro - Sassari 85,Comuni della Provincia di Sassari,Olbia
85/86,Nuoro - Sassari 85,Comuni della Provincia di Sassari,Ozieri
85/86,Nuoro - Sassari 85,Comuni della Provincia di Sassari,Porto Torres
85/86,Nuoro - Sassari 85,Comuni della Provincia di Sassari,Sorso
85/86,Nuoro - Sassari 85,Comuni della Provincia di Sassari,Tempio Pausania
86/87,Cagliari - Oristano 86,Conosci la tua città?,Notizie storiche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Notizie statistico-geografiche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Informazioni turistiche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Fiere e Manifestazioni
86/87,Cagliari - Oristano 86,Conosci la tua città?,Palazzi e Monumenti
86/87,Cagliari - Oristano 86,Conosci la tua città?,Chiese monumentali
86/87,Cagliari - Oristano 86,Conosci la tua città?,Musei e Gallerie
86/87,Cagliari - Oristano 86,Conosci la tua città?,Archivi e Biblioteche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Spettacoli e Ritrovi
86/87,Cagliari - Oristano 86,Trasporti,Linee urbane
86/87,Cagliari - Oristano 86,Trasporti,Linee extraurbane
86/87,Cagliari - Oristano 86,Trasporti,Ferrovie
86/87,Cagliari - Oristano 86,Trasporti,Aeroporto
86/87,Cagliari - Oristano 86,Trasporti,Porto
86/87,Cagliari - Oristano 86,Trasporti,Taxi
86/87,Cagliari - Oristano 86,Trasporti,Autoservizi in partenza da Cagliari
86/87,Cagliari - Oristano 86,Sanità,Norme del Servizio Sanitario Nazionale in attuazione in Sardegna
86/87,Cagliari - Oristano 86,Sanità,Centri U.S.L. della provincia di Cagliari
86/87,Cagliari - Oristano 86,Sanità,"Autoambulanze, Ospedali"
86/87,Cagliari - Oristano 86,Sanità,Farmacie
86/87,Cagliari - Oristano 86,Sanità,Prevenzione e Assistenza Sociale
86/87,Cagliari - Oristano 86,Istruzione e Sport,Istruzione: Enti competenti
86/87,Cagliari - Oristano 86,Istruzione e Sport,Scuole
86/87,Cagliari - Oristano 86,Istruzione e Sport,Università e altri Istituti
86/87,Cagliari - Oristano 86,Istruzione e Sport,Sport: Indirizzi utili
86/87,Cagliari - Oristano 86,Istruzione e Sport,Impianti Sportivi Pubblici
86/87,Cagliari - Oristano 86,Cosa e dove,Amministrazione Pubblica
86/87,Cagliari - Oristano 86,Cosa e dove,Uffici Giudiziari
86/87,Cagliari - Oristano 86,Cosa e dove,Uffici Finanziari
86/87,Cagliari - Oristano 86,Cosa e dove,Camere di Commercio e Uffici Commerciali
86/87,Cagliari - Oristano 86,Cosa e dove,Tutela ecologica
86/87,Cagliari - Oristano 86,Cosa e dove,Culto
86/87,Cagliari - Oristano 86,Cosa e dove,Poste e Telecomunicazioni
86/87,Cagliari - Oristano 86,Cosa e dove,Documenti: dove farli
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Assemini
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Carbonia
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Guspini
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Iglesias
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Quartu Sant'Elena
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Selargius
86/87,Cagliari - Oristano 86,Comuni della Provincia di Cagliari,Villacidro
86/87,Cagliari - Oristano 86,Conosci la tua città?,Notizie storiche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Notizie statistico-geografiche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Informazioni turistiche
86/87,Cagliari - Oristano 86,Conosci la tua città?,Fiere e Manifestazioni
86/87,Cagliari - Oristano 86,Conosci la tua città?,Palazzi e Monumenti
86/87,Cagliari - Oristano 86,Conosci la tua città?,Chiese monumentali
86/87,Cagliari - Oristano 86,Conosci la tua città?,Musei e Gallerie
86/87,Cagliari - Oristano 86,Conosci la tua città?,Archivi e Biblioteche
86/87,Cagliari - Oristano 86,Trasporti,Linee urbane ARST
86/87,Cagliari - Oristano 86,Trasporti,Linee extraurbane ARST
86/87,Cagliari - Oristano 86,Trasporti,Ferrovie dello Stato
86/87,Cagliari - Oristano 86,Trasporti,Taxi
86/87,Cagliari - Oristano 86,Trasporti,Autoservizi in partenza da Oristano
86/87,Cagliari - Oristano 86,Sanità,Norme del Servizio Sanitario Nazionale
86/87,Cagliari - Oristano 86,Sanità,Centri U.S.L. della provincia di Oristano
86/87,Cagliari - Oristano 86,Sanità,"Autoambulanze, Ospedali"
86/87,Cagliari - Oristano 86,Sanità,Farmacie
86/87,Cagliari - Oristano 86,Sanità,Prevenzione e Assistenza Sociale
86/87,Cagliari - Oristano 86,Istruzione e Sport,Istruzione: Enti competenti
86/87,Cagliari - Oristano 86,Istruzione e Sport,Scuole
86/87,Cagliari - Oristano 86,Istruzione e Sport,Università e altri Istituti
86/87,Cagliari - Oristano 86,Istruzione e Sport,Sport: Indirizzi utili
86/87,Cagliari - Oristano 86,Istruzione e Sport,Impianti Sportivi Pubblici
86/87,Cagliari - Oristano 86,Cosa e dove,Amministrazione Pubblica
86/87,Cagliari - Oristano 86,Cosa e dove,Uffici Giudiziari
86/87,Cagliari - Oristano 86,Cosa e dove,Uffici Finanziari
86/87,Cagliari - Oristano 86,Cosa e dove,Camere di Commercio e Uffici Commerciali
86/87,Cagliari - Oristano 86,Cosa e dove,Tutela ecologica
86/87,Cagliari - Oristano 86,Cosa e dove,Culto
86/87,Cagliari - Oristano 86,Cosa e dove,Poste e Telecomunicazioni
86/87,Cagliari - Oristano 86,Cosa e dove,Documenti: dove farli
86/87,Nuoro - Sassari 86,Conosci la tua città?,Notizie storiche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Notizie statistico-geografiche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Informazioni turistiche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Fiere e Manifestazioni
86/87,Nuoro - Sassari 86,Conosci la tua città?,Palazzi e Monumenti
86/87,Nuoro - Sassari 86,Conosci la tua città?,Chiese monumentali
86/87,Nuoro - Sassari 86,Conosci la tua città?,Musei e Gallerie
86/87,Nuoro - Sassari 86,Conosci la tua città?,Archivi e Biblioteche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Spettacoli e Ritrovi
86/87,Nuoro - Sassari 86,Trasporti,Linee urbane ed extraurbane
86/87,Nuoro - Sassari 86,Trasporti,Ferrovie complementari della Sardegna
86/87,Nuoro - Sassari 86,Trasporti,Taxi
86/87,Nuoro - Sassari 86,Trasporti,Autoservizi in partenza da Nuoro
86/87,Nuoro - Sassari 86,Sanità,Norme del Servizio Sanitario Nazionale
86/87,Nuoro - Sassari 86,Sanità,Centri U.S.L. della provincia di Nuoro
86/87,Nuoro - Sassari 86,Sanità,"Autoambulanze, Ospedali"
86/87,Nuoro - Sassari 86,Sanità,Farmacie
86/87,Nuoro - Sassari 86,Sanità,Prevenzione e Assistenza Sociale
86/87,Nuoro - Sassari 86,Istruzione e Sport,Istruzione: Enti competenti
86/87,Nuoro - Sassari 86,Istruzione e Sport,Scuole
86/87,Nuoro - Sassari 86,Istruzione e Sport,Sport: Indirizzi utili
86/87,Nuoro - Sassari 86,Istruzione e Sport,Impianti Sportivi Pubblici
86/87,Nuoro - Sassari 86,Cosa e dove,Amministrazione Pubblica
86/87,Nuoro - Sassari 86,Cosa e dove,Uffici Giudiziari
86/87,Nuoro - Sassari 86,Cosa e dove,Uffici Finanziari
86/87,Nuoro - Sassari 86,Cosa e dove,Camere di Commercio e Uffici Commerciali
86/87,Nuoro - Sassari 86,Cosa e dove,"Culto, Poste e Telecomunicazioni"
86/87,Nuoro - Sassari 86,Cosa e dove,Documenti: dove farli
86/87,Nuoro - Sassari 86,Conosci la tua città?,Notizie storiche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Notizie statistico-geografiche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Informazioni turistiche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Fiere e Manifestazioni
86/87,Nuoro - Sassari 86,Conosci la tua città?,Palazzi e Monumenti
86/87,Nuoro - Sassari 86,Conosci la tua città?,Chiese monumentali
86/87,Nuoro - Sassari 86,Conosci la tua città?,Musei e Gallerie
86/87,Nuoro - Sassari 86,Conosci la tua città?,Archivi e Biblioteche
86/87,Nuoro - Sassari 86,Conosci la tua città?,Spettacoli e Ritrovi
86/87,Nuoro - Sassari 86,Trasporti,Linee urbane A.C.T.P.
86/87,Nuoro - Sassari 86,Trasporti,Linee extraurbane A.C.T.P
86/87,Nuoro - Sassari 86,Trasporti,Ferrovie dello Stato
86/87,Nuoro - Sassari 86,Trasporti,Taxi
86/87,Nuoro - Sassari 86,Trasporti,Autoservizi in partenza da Sassari
86/87,Nuoro - Sassari 86,Sanità,Norme del Servizio Sanitario Nazionale
86/87,Nuoro - Sassari 86,Sanità,Centri U.S.L. della provincia di Sassari
86/87,Nuoro - Sassari 86,Sanità,"Autoambulanze, Ospedali"
86/87,Nuoro - Sassari 86,Sanità,Farmacie
86/87,Nuoro - Sassari 86,Sanità,Prevenzione e Assistenza Sociale
86/87,Nuoro - Sassari 86,Istruzione e Sport,Istruzione: Enti competenti
86/87,Nuoro - Sassari 86,Istruzione e Sport,Scuole
86/87,Nuoro - Sassari 86,Istruzione e Sport,Università e altri Istituti
86/87,Nuoro - Sassari 86,Istruzione e Sport,Sport: Indirizzi utili
86/87,Nuoro - Sassari 86,Istruzione e Sport,Impianti Sportivi Pubblici
86/87,Nuoro - Sassari 86,Cosa e dove,Amministrazione Pubblica
86/87,Nuoro - Sassari 86,Cosa e dove,Uffici Giudiziari
86/87,Nuoro - Sassari 86,Cosa e dove,Uffici Finanziari
86/87,Nuoro - Sassari 86,Cosa e dove,Camere di Commercio e Uffici Commerciali
86/87,Nuoro - Sassari 86,Cosa e dove,Tutela ecologica
86/87,Nuoro - Sassari 86,Cosa e dove,Culto
86/87,Nuoro - Sassari 86,Cosa e dove,Poste e Telecomunicazioni
86/87,Nuoro - Sassari 86,Cosa e dove,Documenti: dove farli
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,Alghero
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,La Maddalena
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,Olbia
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,Ozieri
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,Porto Torres
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,Sorso
86/87,Nuoro - Sassari 86,Comuni della Provincia di Sassari,Tempio Pausania
87/88,Cagliari - Oristano 87,Conosci la tua città?,Notizie storiche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Notizie statistico-geografiche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Informazioni turistiche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Fiere e Manifestazioni
87/88,Cagliari - Oristano 87,Conosci la tua città?,Palazzi e Monumenti
87/88,Cagliari - Oristano 87,Conosci la tua città?,Chiese monumentali
87/88,Cagliari - Oristano 87,Conosci la tua città?,Musei e Gallerie
87/88,Cagliari - Oristano 87,Conosci la tua città?,Archivi e Biblioteche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Spettacoli e Ritrovi
87/88,Cagliari - Oristano 87,Trasporti,Linee urbane
87/88,Cagliari - Oristano 87,Trasporti,Linee extraurbane
87/88,Cagliari - Oristano 87,Trasporti,Ferrovie
87/88,Cagliari - Oristano 87,Trasporti,Aeroporto
87/88,Cagliari - Oristano 87,Trasporti,Porto
87/88,Cagliari - Oristano 87,Trasporti,Taxi
87/88,Cagliari - Oristano 87,Trasporti,Autoservizi in partenza da Cagliari
87/88,Cagliari - Oristano 87,Sanità,Norme del Servizio Sanitario Nazionale in attuazione in Sardegna
87/88,Cagliari - Oristano 87,Sanità,Centri U.S.L. della provincia di Cagliari
87/88,Cagliari - Oristano 87,Sanità,"Autoambulanze, Ospedali"
87/88,Cagliari - Oristano 87,Sanità,Farmacie
87/88,Cagliari - Oristano 87,Sanità,Prevenzione e Assistenza Sociale
87/88,Cagliari - Oristano 87,Istruzione e Sport,Istruzione: Enti competenti
87/88,Cagliari - Oristano 87,Istruzione e Sport,Scuole
87/88,Cagliari - Oristano 87,Istruzione e Sport,Università e altri Istituti
87/88,Cagliari - Oristano 87,Istruzione e Sport,Sport: Indirizzi utili
87/88,Cagliari - Oristano 87,Istruzione e Sport,Impianti Sportivi Pubblici
87/88,Cagliari - Oristano 87,Cosa e dove,Amministrazione Pubblica
87/88,Cagliari - Oristano 87,Cosa e dove,Uffici Giudiziari
87/88,Cagliari - Oristano 87,Cosa e dove,Uffici Finanziari
87/88,Cagliari - Oristano 87,Cosa e dove,Camere di Commercio e Uffici Commerciali
87/88,Cagliari - Oristano 87,Cosa e dove,Tutela ecologica
87/88,Cagliari - Oristano 87,Cosa e dove,Culto
87/88,Cagliari - Oristano 87,Cosa e dove,Poste e Telecomunicazioni
87/88,Cagliari - Oristano 87,Cosa e dove,Documenti: dove farli
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Assemini
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Carbonia
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Guspini
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Iglesias
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Quartu Sant'Elena
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Selargius
87/88,Cagliari - Oristano 87,Comuni della Provincia di Cagliari,Villacidro
87/88,Cagliari - Oristano 87,Conosci la tua città?,Notizie storiche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Notizie statistico-geografiche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Informazioni turistiche
87/88,Cagliari - Oristano 87,Conosci la tua città?,Fiere e Manifestazioni
87/88,Cagliari - Oristano 87,Conosci la tua città?,Palazzi e Monumenti
87/88,Cagliari - Oristano 87,Conosci la tua città?,Chiese monumentali
87/88,Cagliari - Oristano 87,Conosci la tua città?,Musei e Gallerie
87/88,Cagliari - Oristano 87,Conosci la tua città?,Archivi e Biblioteche
87/88,Cagliari - Oristano 87,Trasporti,Linee urbane ARST
87/88,Cagliari - Oristano 87,Trasporti,Linee extraurbane ARST
87/88,Cagliari - Oristano 87,Trasporti,Ferrovie dello Stato
87/88,Cagliari - Oristano 87,Trasporti,Taxi
87/88,Cagliari - Oristano 87,Trasporti,Autoservizi in partenza da Oristano
87/88,Cagliari - Oristano 87,Sanità,Norme del Servizio Sanitario Nazionale
87/88,Cagliari - Oristano 87,Sanità,Centri U.S.L. della provincia di Oristano
87/88,Cagliari - Oristano 87,Sanità,"Autoambulanze, Ospedali"
87/88,Cagliari - Oristano 87,Sanità,Farmacie
87/88,Cagliari - Oristano 87,Sanità,Prevenzione e Assistenza Sociale
87/88,Cagliari - Oristano 87,Istruzione e Sport,Istruzione: Enti competenti
87/88,Cagliari - Oristano 87,Istruzione e Sport,Scuole
87/88,Cagliari - Oristano 87,Istruzione e Sport,Università e altri Istituti
87/88,Cagliari - Oristano 87,Istruzione e Sport,Sport: Indirizzi utili
87/88,Cagliari - Oristano 87,Istruzione e Sport,Impianti Sportivi Pubblici
87/88,Cagliari - Oristano 87,Cosa e dove,Amministrazione Pubblica
87/88,Cagliari - Oristano 87,Cosa e dove,Uffici Giudiziari
87/88,Cagliari - Oristano 87,Cosa e dove,Uffici Finanziari
87/88,Cagliari - Oristano 87,Cosa e dove,Camere di Commercio e Uffici Commerciali
87/88,Cagliari - Oristano 87,Cosa e dove,Tutela ecologica
87/88,Cagliari - Oristano 87,Cosa e dove,Culto
87/88,Cagliari - Oristano 87,Cosa e dove,Poste e Telecomunicazioni
87/88,Cagliari - Oristano 87,Cosa e dove,Documenti: dove farli
87/88,Nuoro - Sassari 87,Conosci la tua città?,Notizie storiche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Notizie statistico-geografiche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Informazioni turistiche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Fiere e Manifestazioni
87/88,Nuoro - Sassari 87,Conosci la tua città?,Palazzi e Monumenti
87/88,Nuoro - Sassari 87,Conosci la tua città?,Chiese monumentali
87/88,Nuoro - Sassari 87,Conosci la tua città?,Musei e Gallerie
87/88,Nuoro - Sassari 87,Conosci la tua città?,Archivi e Biblioteche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Spettacoli e Ritrovi
87/88,Nuoro - Sassari 87,Trasporti,Linee urbane ed extraurbane
87/88,Nuoro - Sassari 87,Trasporti,Ferrovie complementrari della Sardegna
87/88,Nuoro - Sassari 87,Trasporti,Taxi
87/88,Nuoro - Sassari 87,Trasporti,Autoservizi in partenza da Nuoro
87/88,Nuoro - Sassari 87,Sanità,Norme del Servizio Sanitario Nazionale
87/88,Nuoro - Sassari 87,Sanità,Centri U.S.L. della provincia di Nuoro
87/88,Nuoro - Sassari 87,Sanità,"Autoambulanze, Ospedali"
87/88,Nuoro - Sassari 87,Sanità,Farmacie
87/88,Nuoro - Sassari 87,Sanità,Prevenzione e Assistenza Sociale
87/88,Nuoro - Sassari 87,Istruzione e Sport,Istruzione: Enti competenti
87/88,Nuoro - Sassari 87,Istruzione e Sport,Scuole
87/88,Nuoro - Sassari 87,Istruzione e Sport,Sport: Indirizzi utili
87/88,Nuoro - Sassari 87,Istruzione e Sport,Impianti Sportivi Pubblici
87/88,Nuoro - Sassari 87,Cosa e dove,Amministrazione Pubblica
87/88,Nuoro - Sassari 87,Cosa e dove,Uffici Giudiziari
87/88,Nuoro - Sassari 87,Cosa e dove,Uffici Finanziari
87/88,Nuoro - Sassari 87,Cosa e dove,Camere di Commercio e Uffici Commerciali
87/88,Nuoro - Sassari 87,Cosa e dove,"Culto, Poste e Telecomunicazioni"
87/88,Nuoro - Sassari 87,Cosa e dove,Documenti: dove farli
87/88,Nuoro - Sassari 87,Conosci la tua città?,Notizie storiche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Notizie statistico-geografiche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Informazioni turistiche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Fiere e Manifestazioni
87/88,Nuoro - Sassari 87,Conosci la tua città?,Palazzi e Monumenti
87/88,Nuoro - Sassari 87,Conosci la tua città?,Chiese monumentali
87/88,Nuoro - Sassari 87,Conosci la tua città?,Musei e Gallerie
87/88,Nuoro - Sassari 87,Conosci la tua città?,Archivi e Biblioteche
87/88,Nuoro - Sassari 87,Conosci la tua città?,Spettacoli e Ritrovi
87/88,Nuoro - Sassari 87,Trasporti,Linee urbane A.C.T.P.
87/88,Nuoro - Sassari 87,Trasporti,Linee extraurbane A.C.T.P
87/88,Nuoro - Sassari 87,Trasporti,Ferrovie dello Stato
87/88,Nuoro - Sassari 87,Trasporti,Taxi
87/88,Nuoro - Sassari 87,Trasporti,Autoservizi in partenza da Sassari
87/88,Nuoro - Sassari 87,Sanità,Norme del Servizio Sanitario Nazionale
87/88,Nuoro - Sassari 87,Sanità,Centri U.S.L. della provincia di Sassari
87/88,Nuoro - Sassari 87,Sanità,"Autoambulanze, Ospedali"
87/88,Nuoro - Sassari 87,Sanità,Farmacie
87/88,Nuoro - Sassari 87,Sanità,Prevenzione e Assistenza Sociale
87/88,Nuoro - Sassari 87,Istruzione e Sport,Istruzione: Enti competenti
87/88,Nuoro - Sassari 87,Istruzione e Sport,Scuole
87/88,Nuoro - Sassari 87,Istruzione e Sport,Università e altri Istituti
87/88,Nuoro - Sassari 87,Istruzione e Sport,Sport: Indirizzi utili
87/88,Nuoro - Sassari 87,Istruzione e Sport,Impianti Sportivi Pubblici
87/88,Nuoro - Sassari 87,Cosa e dove,Amministrazione Pubblica
87/88,Nuoro - Sassari 87,Cosa e dove,Uffici Giudiziari
87/88,Nuoro - Sassari 87,Cosa e dove,Uffici Finanziari
87/88,Nuoro - Sassari 87,Cosa e dove,Camere di Commercio e Uffici Commerciali
87/88,Nuoro - Sassari 87,Cosa e dove,Tutela ecologica
87/88,Nuoro - Sassari 87,Cosa e dove,Culto
87/88,Nuoro - Sassari 87,Cosa e dove,Poste e Telecomunicazioni
87/88,Nuoro - Sassari 87,Cosa e dove,Documenti: dove farli
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,Alghero
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,La Maddalena
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,Olbia
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,Ozieri
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,Porto Torres
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,Sorso
87/88,Nuoro - Sassari 87,Comuni della Provincia di Sassari,Tempio Pausania
88/89,Cagliari - Oristano 88,Conosci la tua città?,Notizie storiche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Notizie statistico-geografiche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Informazioni turistiche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Fiere e Manifestazioni
88/89,Cagliari - Oristano 88,Conosci la tua città?,Palazzi e Monumenti
88/89,Cagliari - Oristano 88,Conosci la tua città?,Chiese monumentali
88/89,Cagliari - Oristano 88,Conosci la tua città?,Musei e Gallerie
88/89,Cagliari - Oristano 88,Conosci la tua città?,Archivi e Biblioteche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Spettacoli e Ritrovi
88/89,Cagliari - Oristano 88,Trasporti,Linee urbane
88/89,Cagliari - Oristano 88,Trasporti,Linee extraurbane
88/89,Cagliari - Oristano 88,Trasporti,Ferrovie
88/89,Cagliari - Oristano 88,Trasporti,Aeroporto
88/89,Cagliari - Oristano 88,Trasporti,Porto
88/89,Cagliari - Oristano 88,Trasporti,Taxi
88/89,Cagliari - Oristano 88,Trasporti,Autoservizi in partenza da Cagliari
88/89,Cagliari - Oristano 88,Sanità,Norme del Servizio Sanitario Nazionale in attuazione in Sardegna
88/89,Cagliari - Oristano 88,Sanità,Centri U.S.L. della provincia di Cagliari
88/89,Cagliari - Oristano 88,Sanità,"Autoambulanze, Ospedali"
88/89,Cagliari - Oristano 88,Sanità,Farmacie
88/89,Cagliari - Oristano 88,Sanità,Prevenzione e Assistenza Sociale
88/89,Cagliari - Oristano 88,Istruzione e Sport,Istruzione: Enti competenti
88/89,Cagliari - Oristano 88,Istruzione e Sport,Scuole
88/89,Cagliari - Oristano 88,Istruzione e Sport,Università e altri Istituti
88/89,Cagliari - Oristano 88,Istruzione e Sport,Sport: Indirizzi utili
88/89,Cagliari - Oristano 88,Istruzione e Sport,Impianti Sportivi Pubblici
88/89,Cagliari - Oristano 88,Cosa e dove,Amministrazione Pubblica
88/89,Cagliari - Oristano 88,Cosa e dove,Uffici Giudiziari
88/89,Cagliari - Oristano 88,Cosa e dove,Uffici Finanziari
88/89,Cagliari - Oristano 88,Cosa e dove,Camere di Commercio e Uffici Commerciali
88/89,Cagliari - Oristano 88,Cosa e dove,Tutela ecologica
88/89,Cagliari - Oristano 88,Cosa e dove,Culto
88/89,Cagliari - Oristano 88,Cosa e dove,Poste e Telecomunicazioni
88/89,Cagliari - Oristano 88,Cosa e dove,Documenti: dove farli
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Assemini
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Carbonia
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Guspini
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Iglesias
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Quartu Sant'Elena
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Selargius
88/89,Cagliari - Oristano 88,Comuni della Provincia di Cagliari,Villacidro
88/89,Cagliari - Oristano 88,Conosci la tua città?,Notizie storiche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Notizie statistico-geografiche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Informazioni turistiche
88/89,Cagliari - Oristano 88,Conosci la tua città?,Fiere e Manifestazioni
